City_ID,City,Lat,Lon,Max Tem,Humidity,Cloudiness,Wind Speed,Country,Date
249,Esperance,-33.8667,121.9,54.68,82,84,33.33,AU,1659532708
250,Xifeng,42.7372,124.7222,75.24,92,4,4.0,CN,1659532709
251,Tiznit,29.5833,-9.5,102.83,16,5,14.43,MA,1659532472
252,Nelson Bay,-32.7167,152.15,62.01,88,0,5.01,AU,1659532709
253,Meulaboh,4.1363,96.1285,74.91,95,100,5.61,ID,1659532710
254,Fairbanks,64.8378,-147.7164,57.6,91,75,0.0,US,1659532710
255,Dong Hoi,17.4833,106.6,83.68,78,100,5.26,VN,1659532710
256,Bend,44.0582,-121.3153,66.99,69,0,10.0,US,1659532479
257,Namatanai,-3.6667,152.4333,79.18,82,67,9.24,PG,1659532711
258,Quzhou,28.9594,118.8686,85.19,69,9,2.95,CN,1659532711
259,Duki,30.1541,68.5728,89.19,42,33,8.57,PK,1659532712
260,Ginda,30.6945,78.4932,68.38,95,100,0.47,IN,1659532712
261,El Vigia,8.6219,-71.6506,79.99,66,100,2.89,VE,1659532712
262,Shelburne,44.0787,-80.2041,64.85,70,97,12.55,CA,1659532713
263,Mount Isa,-20.7333,139.5,65.97,55,0,2.3,AU,1659532713
264,Point Pedro,9.8167,80.2333,80.94,82,100,15.9,LK,1659532714
265,Kenai,60.5544,-151.2583,44.69,100,20,0.0,US,1659532714
266,Hasaki,35.7333,140.8333,84.6,86,80,7.87,JP,1659532714
267,Nanakuli,21.3906,-158.1547,75.15,73,0,4.61,US,1659532715
268,Kota Kinabalu,5.9749,116.0724,80.58,94,40,3.44,MY,1659532710
269,Ende,-8.8432,121.6623,74.64,84,100,2.06,ID,1659532715
270,Anadyr,64.75,177.4833,59.5,58,0,2.24,RU,1659532716
271,Rawson,-43.3002,-65.1023,41.7,60,98,5.5,AR,1659532716
272,Galle,6.0367,80.217,78.66,85,100,17.27,LK,1659532716
273,Hofn,64.2539,-15.2082,52.3,64,97,15.59,IS,1659532717
274,Buala,-8.145,159.5921,80.08,84,10,8.84,SB,1659532717
275,Inuvik,68.3499,-133.7218,43.66,93,40,3.44,CA,1659532718
276,Trofors,65.5333,13.4063,60.67,72,100,3.0,NO,1659532718
277,Sawtell,-30.3833,153.1,60.82,88,0,8.05,AU,1659532718
278,Akureyri,65.6835,-18.0878,46.33,87,100,23.02,IS,1659532719
279,South Burlington,44.467,-73.171,71.42,79,40,1.01,US,1659532639
280,Northam,51.0333,-4.2167,70.66,63,0,14.23,GB,1659532721
281,Urumqi,43.801,87.6005,88.75,22,0,8.95,CN,1659532722
282,Bronnoysund,65.4625,12.1997,62.6,88,40,5.01,NO,1659532722
283,Altay,47.8667,88.1167,76.87,31,94,7.74,CN,1659532722
284,Zhuhai,22.2769,113.5678,83.98,83,40,3.44,CN,1659532602
285,Dulce Nombre De Culmi,15.1,-85.5333,82.63,95,100,1.59,HN,1659532723
286,Santa Maria Da Boa Vista,-8.8078,-39.8256,79.23,49,86,17.74,BR,1659532723
287,Kristiansund,63.1115,7.732,66.25,88,75,1.14,NO,1659532724
288,Lesnoy,57.6198,63.0784,73.24,49,8,4.34,RU,1659532724
289,Talaya,61.3833,152.75,57.79,84,100,6.2,RU,1659532724
290,Lavrentiya,65.5833,-171.0,48.34,73,0,4.07,RU,1659532725
291,Mahon,39.8885,4.2658,90.16,48,20,10.36,ES,1659532532
292,Souillac,-20.5167,57.5167,71.98,64,40,6.91,MU,1659532725
293,Konstantinovsk,47.5828,41.0922,79.52,62,90,8.5,RU,1659532726
294,Stamford,41.0534,-73.5387,81.64,69,0,4.61,US,1659532726
295,Lewistown,40.5992,-77.5714,77.14,97,0,0.0,US,1659532727
296,Vallenar,-28.5708,-70.7581,50.72,88,100,3.15,CL,1659532727
297,Crewe,53.0979,-2.4416,75.52,60,0,11.99,GB,1659532627
298,Kloulklubed,7.0419,134.2556,77.5,80,100,7.2,PW,1659532727
299,Bara,10.3744,10.7288,82.18,66,84,10.0,NG,1659532728
300,Zeya,53.75,127.2667,65.1,91,100,3.71,RU,1659532728
301,La Sarre,48.8002,-79.1996,54.91,92,100,15.82,CA,1659532729
302,Quatre Cocos,-20.2078,57.7625,72.09,65,29,11.9,MU,1659532729
303,Bonavista,48.6499,-53.1147,63.9,94,84,16.49,CA,1659532730
304,Noumea,-22.2763,166.4572,75.0,99,22,7.54,NC,1659532730
305,Butler,39.4501,-84.5666,79.02,84,0,4.0,US,1659532731
306,Pitimbu,-7.4706,-34.8086,75.79,77,16,4.05,BR,1659532731
307,Machaneng,-23.1862,27.4886,75.09,36,6,11.34,BW,1659532732
308,Siniscola,40.5719,9.6922,92.75,40,0,11.43,IT,1659532732
309,Isangel,-19.55,169.2667,75.45,89,0,4.79,VU,1659532732
310,Matamoros,25.5333,-103.25,75.31,46,75,0.0,MX,1659532733
311,Kuala Perlis,6.4,100.1333,82.38,77,100,2.35,MY,1659532733
312,Pedernales,18.0384,-71.744,83.12,62,97,1.48,DO,1659532734
313,Isiro,2.7739,27.616,80.6,61,100,1.95,CD,1659532734
314,Mokhsogollokh,61.4681,128.9203,64.74,91,100,3.58,RU,1659532734
315,Aswan,24.0934,32.907,106.74,13,6,10.94,EG,1659532735
316,San Jose,37.3394,-121.895,64.78,85,75,8.05,US,1659532538
317,Mareeba,-17.0,145.4333,67.48,98,14,2.48,AU,1659532736
318,Faya,18.3851,42.4509,73.51,58,97,10.98,SA,1659532736
319,Ivanava,52.1451,25.5365,79.0,43,43,9.4,BY,1659532736
320,Abu Zabad,12.35,29.25,86.54,50,100,5.57,SD,1659532737
321,Linxia,35.6003,103.2064,68.86,87,100,2.13,CN,1659532737
322,Rawlins,41.7911,-107.2387,60.69,59,0,0.0,US,1659532593
323,Zelenoborskiy,66.845,32.3622,61.9,61,96,8.72,RU,1659532738
324,Oudtshoorn,-33.5907,22.2014,57.56,40,41,8.9,ZA,1659532738
325,Tulsipur,28.131,82.2973,77.92,89,100,1.5,NP,1659532739
326,Balkanabat,39.5108,54.3671,101.39,15,0,1.77,TM,1659532741
327,Longyearbyen,78.2186,15.6401,55.24,71,40,6.91,SJ,1659532742
328,Sambava,-14.2667,50.1667,74.26,71,46,14.14,MG,1659532742
329,Sept-Iles,50.2001,-66.3821,66.63,63,1,6.91,CA,1659532474
330,Nova Vicosa,-17.8919,-39.3719,76.95,63,23,4.99,BR,1659532743
331,Alofi,-19.0595,-169.9187,73.29,78,49,10.36,NU,1659532743
332,Coquimbo,-29.9533,-71.3436,53.33,82,75,8.05,CL,1659532744
333,Bengkulu,-3.8004,102.2655,76.93,84,100,0.94,ID,1659532744
334,Yulara,-25.2406,130.9889,67.37,68,99,13.24,AU,1659532745
335,Shimoda,34.6667,138.95,83.1,76,100,12.39,JP,1659532745
336,Ahipara,-35.1667,173.1667,52.75,90,100,4.83,NZ,1659532746
337,Maple Creek,49.9168,-109.4848,59.41,82,47,1.14,CA,1659532511
338,Teguldet,57.3064,88.1667,56.57,81,100,3.65,RU,1659532746
339,Emerald,-23.5333,148.1667,60.35,81,6,9.78,AU,1659532747
340,Vila,42.0304,-8.1588,70.68,29,1,7.61,PT,1659532747
341,Half Moon Bay,37.4636,-122.4286,63.03,89,100,9.22,US,1659532516
342,Fayaoue,-20.65,166.5333,75.87,83,0,14.38,NC,1659532747
343,Donskoye,45.4552,41.9741,87.93,26,50,5.73,RU,1659532748
344,Qaqortoq,60.7167,-46.0333,50.61,63,100,6.69,GL,1659532748
345,Pangnirtung,66.1451,-65.7125,44.6,87,75,6.91,CA,1659532749
346,Jardim,-21.4803,-56.1381,83.71,26,0,4.45,BR,1659532749
347,Freeport,40.6576,-73.5832,82.26,59,0,4.61,US,1659532750
348,Colombo,6.9319,79.8478,79.25,82,100,18.75,LK,1659532524
349,Tank,32.2217,70.3793,98.6,39,0,7.02,PK,1659532750
350,Pangoa,-12.1167,-73.0,69.84,89,9,1.83,PE,1659532751
351,Touros,-5.1989,-35.4608,82.69,61,69,11.86,BR,1659532736
352,Qingdao,36.0986,120.3719,82.0,94,0,11.18,CN,1659532751
353,Gloversville,43.0528,-74.3438,72.18,91,75,4.61,US,1659532725
354,Salihorsk,52.7876,27.5415,77.49,54,62,8.88,BY,1659532752
